tipo;conta;data;banco;valor
Saídas;Despesas bancárias;29/05/2023;Itau Unibanco;-1883,82
Entradas;Receita de aplicações;29/05/2023;Itau Unibanco;28302,63
Entradas;Transferências de entradas;29/05/2023;Itau Unibanco;0
Saídas;Transferências de saídas;29/05/2023;Itau Unibanco;0
Entradas;Vendas de produtos;29/05/2023;Bradesco;257301,5
Saídas;Fretes;29/05/2023;Bradesco;-79,72
Saídas;Matéria-prima;29/05/2023;Bradesco;-140503,93
Saídas;Insumos de produção;29/05/2023;Bradesco;-954,27
Saídas;Insumos;29/05/2023;Bradesco;-157,02
Saídas;Serviços terceirizados;29/05/2023;Bradesco;-33,72
Saídas;Peças de manutenção;29/05/2023;Bradesco;-76,65
Saídas;Material de consumo;29/05/2023;Bradesco;-23,52
Saídas;Despesas com viagens;29/05/2023;Bradesco;-6,51
Saídas;Outras despesas;29/05/2023;Bradesco;-9,24
Saídas;Despesas bancárias;29/05/2023;Bradesco;-51,4
Entradas;Receita de aplicações;29/05/2023;Bradesco;1064,32
Entradas;Transferências de entradas;29/05/2023;Bradesco;0
Saídas;Transferências de saídas;29/05/2023;Bradesco;0
Entradas;Vendas de produtos;29/05/2023;Inter;77602,4
Saídas;Fretes;29/05/2023;Inter;-19,95
Saídas;Matéria-prima;29/05/2023;Inter;-23633,33
Saídas;Insumos de produção;29/05/2023;Inter;-251,53
Saídas;Insumos;29/05/2023;Inter;-59,16
Saídas;Serviços terceirizados;29/05/2023;Inter;-6,88
Saídas;Peças de manutenção;29/05/2023;Inter;-18,34
Saídas;Material de consumo;29/05/2023;Inter;-4,83
Saídas;Despesas com viagens;29/05/2023;Inter;-1,67
Saídas;Outras despesas;29/05/2023;Inter;-1,6
Saídas;Despesas bancárias;29/05/2023;Inter;-19,38
Entradas;Receita de aplicações;29/05/2023;Inter;281,28
Entradas;Transferências de entradas;29/05/2023;Inter;0
Saídas;Transferências de saídas;29/05/2023;Inter;0
Entradas;Vendas de produtos;30/05/2023;Itau Unibanco;4466240,82
Saídas;Fretes;30/05/2023;Itau Unibanco;-2367,12
Saídas;Matéria-prima;30/05/2023;Itau Unibanco;-3571585,12
Saídas;Insumos de produção;30/05/2023;Itau Unibanco;-19871,35
Saídas;Insumos;30/05/2023;Itau Unibanco;-3057,51
Saídas;Serviços terceirizados;30/05/2023;Itau Unibanco;-792,3
Saídas;Peças de manutenção;30/05/2023;Itau Unibanco;-1787,36
Saídas;Material de consumo;30/05/2023;Itau Unibanco;-532,44
Saídas;Despesas com viagens;30/05/2023;Itau Unibanco;-132,46
Saídas;Outras despesas;30/05/2023;Itau Unibanco;-175,11
Saídas;Despesas bancárias;30/05/2023;Itau Unibanco;-1820,09
Entradas;Receita de aplicações;30/05/2023;Itau Unibanco;22130,76
Entradas;Transferências de entradas;30/05/2023;Itau Unibanco;0
Saídas;Transferências de saídas;30/05/2023;Itau Unibanco;0
Entradas;Vendas de produtos;30/05/2023;Bradesco;251048,57
Saídas;Fretes;30/05/2023;Bradesco;-71,1
Saídas;Matéria-prima;30/05/2023;Bradesco;-138745,6
Saídas;Insumos de produção;30/05/2023;Bradesco;-1066,42
Saídas;Insumos;30/05/2023;Bradesco;-157,44
Saídas;Serviços terceirizados;30/05/2023;Bradesco;-25,68
Saídas;Peças de manutenção;30/05/2023;Bradesco;-65,37
Saídas;Material de consumo;30/05/2023;Bradesco;-31,14
Saídas;Despesas com viagens;30/05/2023;Bradesco;-5,88
Saídas;Outras despesas;30/05/2023;Bradesco;-9,45
Saídas;Despesas bancárias;30/05/2023;Bradesco;-61,92
Entradas;Receita de aplicações;30/05/2023;Bradesco;1075,4
Entradas;Transferências de entradas;30/05/2023;Bradesco;0
Saídas;Transferências de saídas;30/05/2023;Bradesco;0
Entradas;Vendas de produtos;30/05/2023;Inter;68223,04
Saídas;Fretes;30/05/2023;Inter;-22,64
Saídas;Matéria-prima;30/05/2023;Inter;-21508,74
Saídas;Insumos de produção;30/05/2023;Inter;-260,61
Saídas;Insumos;30/05/2023;Inter;-56,12
Saídas;Serviços terceirizados;30/05/2023;Inter;-7,87
Saídas;Peças de manutenção;30/05/2023;Inter;-23,38
Saídas;Material de consumo;30/05/2023;Inter;-3,49
Saídas;Despesas com viagens;30/05/2023;Inter;-1,24
Saídas;Outras despesas;30/05/2023;Inter;-1,7
Saídas;Despesas bancárias;30/05/2023;Inter;-17,29
Entradas;Receita de aplicações;30/05/2023;Inter;342,43
Entradas;Transferências de entradas;30/05/2023;Inter;0
Saídas;Transferências de saídas;30/05/2023;Inter;0
Entradas;Vendas de produtos;31/05/2023;Itau Unibanco;4413255,73
Saídas;Fretes;31/05/2023;Itau Unibanco;-2241,47
Saídas;Matéria-prima;31/05/2023;Itau Unibanco;-2856000,84
Saídas;Insumos de produção;31/05/2023;Itau Unibanco;-15042,66
Saídas;Insumos;31/05/2023;Itau Unibanco;-2734,2
Saídas;Serviços terceirizados;31/05/2023;Itau Unibanco;-936,44
Saídas;Peças de manutenção;31/05/2023;Itau Unibanco;-1828,38
Saídas;Material de consumo;31/05/2023;Itau Unibanco;-639,78
Saídas;Despesas com viagens;31/05/2023;Itau Unibanco;-130,39
Saídas;Outras despesas;31/05/2023;Itau Unibanco;-173,02
Saídas;Despesas bancárias;31/05/2023;Itau Unibanco;-1739,5
Entradas;Receita de aplicações;31/05/2023;Itau Unibanco;25991,58
Entradas;Transferências de entradas;31/05/2023;Itau Unibanco;0
Saídas;Transferências de saídas;31/05/2023;Itau Unibanco;0
Entradas;Vendas de produtos;31/05/2023;Bradesco;208619,66
Saídas;Fretes;31/05/2023;Bradesco;-77,69
Saídas;Matéria-prima;31/05/2023;Bradesco;-126684,06
Saídas;Insumos de produção;31/05/2023;Bradesco;-1088,69
Saídas;Insumos;31/05/2023;Bradesco;-134,76
Saídas;Serviços terceirizados;31/05/2023;Bradesco;-26,07
Saídas;Peças de manutenção;31/05/2023;Bradesco;-92,04
Saídas;Material de consumo;31/05/2023;Bradesco;-23,99
Saídas;Despesas com viagens;31/05/2023;Bradesco;-5,21
Saídas;Outras despesas;31/05/2023;Bradesco;-6,79
Saídas;Despesas bancárias;31/05/2023;Bradesco;-50,57
Entradas;Receita de aplicações;31/05/2023;Bradesco;1024,21
Entradas;Transferências de entradas;31/05/2023;Bradesco;0
Saídas;Transferências de saídas;31/05/2023;Bradesco;0
Entradas;Vendas de produtos;31/05/2023;Inter;67657,29
Saídas;Fretes;31/05/2023;Inter;-21,14
Saídas;Matéria-prima;31/05/2023;Inter;-27565,06
Saídas;Insumos de produção;31/05/2023;Inter;-237,67
Saídas;Insumos;31/05/2023;Inter;-46,32
Saídas;Serviços terceirizados;31/05/2023;Inter;-9,24
Saídas;Peças de manutenção;31/05/2023;Inter;-18,71
Saídas;Material de consumo;31/05/2023;Inter;-4,07
Saídas;Despesas com viagens;31/05/2023;Inter;-1,3
Saídas;Outras despesas;31/05/2023;Inter;-1,33
Saídas;Despesas bancárias;31/05/2023;Inter;-19,92
Entradas;Receita de aplicações;31/05/2023;Inter;259,94
Entradas;Transferências de entradas;31/05/2023;Inter;0
Saídas;Transferências de saídas;31/05/2023;Inter;0
Entradas;Vendas de produtos;01/06/2023;Itau Unibanco;4442954,13
Saídas;Fretes;01/06/2023;Itau Unibanco;-2206,24
Saídas;Salários;01/06/2023;Itau Unibanco;-10602208,54
Saídas;Encargos;01/06/2023;Itau Unibanco;-4032852,11
Saídas;Benefícios;01/06/2023;Itau Unibanco;-3994990,25
Saídas;Matéria-prima;01/06/2023;Itau Unibanco;-3510207,13
Saídas;Insumos de produção;01/06/2023;Itau Unibanco;-14039,25
Saídas;Insumos;01/06/2023;Itau Unibanco;-3989,44
Saídas;Serviços terceirizados;01/06/2023;Itau Unibanco;-712,14
Saídas;Peças de manutenção;01/06/2023;Itau Unibanco;-1996,41
Saídas;Material de consumo;01/06/2023;Itau Unibanco;-570,34
Saídas;Despesas com viagens;01/06/2023;Itau Unibanco;-128,09
Saídas;Outras despesas;01/06/2023;Itau Unibanco;-222,79
Saídas;Despesas bancárias;01/06/2023;Itau Unibanco;-1745,09
Entradas;Receita de aplicações;01/06/2023;Itau Unibanco;24181,95
Entradas;Transferências de entradas;01/06/2023;Itau Unibanco;0
Saídas;Transferências de saídas;01/06/2023;Itau Unibanco;0
Entradas;Vendas de produtos;01/06/2023;Bradesco;200900,35
Saídas;Fretes;01/06/2023;Bradesco;-81,19
Saídas;Salários;01/06/2023;Bradesco;-573567,17
Saídas;Encargos;01/06/2023;Bradesco;-213691,83
Saídas;Benefícios;01/06/2023;Bradesco;-157994,16
Saídas;Matéria-prima;01/06/2023;Bradesco;-119648,89
Saídas;Insumos de produção;01/06/2023;Bradesco;-998,59
Saídas;Insumos;01/06/2023;Bradesco;-161,48
Saídas;Serviços terceirizados;01/06/2023;Bradesco;-34,76
Saídas;Peças de manutenção;01/06/2023;Bradesco;-68,49
Saídas;Material de consumo;01/06/2023;Bradesco;-23,18
Saídas;Despesas com viagens;01/06/2023;Bradesco;-6,87
Saídas;Outras despesas;01/06/2023;Bradesco;-8,04
Saídas;Despesas bancárias;01/06/2023;Bradesco;-61,46
Entradas;Receita de aplicações;01/06/2023;Bradesco;1240,82
Entradas;Transferências de entradas;01/06/2023;Bradesco;0
Saídas;Transferências de saídas;01/06/2023;Bradesco;0
Entradas;Vendas de produtos;01/06/2023;Inter;75125,38
Saídas;Fretes;01/06/2023;Inter;-20,14
Saídas;Salários;01/06/2023;Inter;-168703,68
Saídas;Encargos;01/06/2023;Inter;-53751,75
Saídas;Benefícios;01/06/2023;Inter;-38989,95
Saídas;Matéria-prima;01/06/2023;Inter;-21561,79
Saídas;Insumos de produção;01/06/2023;Inter;-295,5
Saídas;Insumos;01/06/2023;Inter;-58,73
Saídas;Serviços terceirizados;01/06/2023;Inter;-7,72
Saídas;Peças de manutenção;01/06/2023;Inter;-20,42
Saídas;Material de consumo;01/06/2023;Inter;-4,04
Saídas;Despesas com viagens;01/06/2023;Inter;-1,2
Saídas;Outras despesas;01/06/2023;Inter;-1,68
Saídas;Despesas bancárias;01/06/2023;Inter;-18,01
Entradas;Receita de aplicações;01/06/2023;Inter;319,37
Entradas;Transferências de entradas;01/06/2023;Inter;0
Saídas;Transferências de saídas;01/06/2023;Inter;0
Entradas;Vendas de produtos;02/06/2023;Itau Unibanco;4226563,76
Saídas;Fretes;02/06/2023;Itau Unibanco;-2204,89
Saídas;Matéria-prima;02/06/2023;Itau Unibanco;-3006762,07
Saídas;Insumos de produção;02/06/2023;Itau Unibanco;-14923,32
Saídas;Insumos;02/06/2023;Itau Unibanco;-3486,68
Saídas;Serviços terceirizados;02/06/2023;Itau Unibanco;-817,07
Saídas;Peças de manutenção;02/06/2023;Itau Unibanco;-1968,23
Saídas;Material de consumo;02/06/2023;Itau Unibanco;-671,23
Saídas;Despesas com viagens;02/06/2023;Itau Unibanco;-153,59
Saídas;Outras despesas;02/06/2023;Itau Unibanco;-214,04
Saídas;Despesas bancárias;02/06/2023;Itau Unibanco;-1701,82
Entradas;Receita de aplicações;02/06/2023;Itau Unibanco;28214,29
Entradas;Transferências de entradas;02/06/2023;Itau Unibanco;0
Saídas;Transferências de saídas;02/06/2023;Itau Unibanco;0
Entradas;Vendas de produtos;02/06/2023;Bradesco;206327,05
Saídas;Fretes;02/06/2023;Bradesco;-83,64
Saídas;Matéria-prima;02/06/2023;Bradesco;-136817,19
Saídas;Insumos de produção;02/06/2023;Bradesco;-905,51
Saídas;Insumos;02/06/2023;Bradesco;-182,21
Saídas;Serviços terceirizados;02/06/2023;Bradesco;-26,29
Saídas;Peças de manutenção;02/06/2023;Bradesco;-90,92
Saídas;Material de consumo;02/06/2023;Bradesco;-22,9
Saídas;Despesas com viagens;02/06/2023;Bradesco;-6,18
Saídas;Outras despesas;02/06/2023;Bradesco;-7,3
Saídas;Despesas bancárias;02/06/2023;Bradesco;-69,98
Entradas;Receita de aplicações;02/06/2023;Bradesco;1214,59
Entradas;Transferências de entradas;02/06/2023;Bradesco;0
Saídas;Transferências de saídas;02/06/2023;Bradesco;0
Entradas;Vendas de produtos;02/06/2023;Inter;66441,07
Saídas;Fretes;02/06/2023;Inter;-22,8
Saídas;Matéria-prima;02/06/2023;Inter;-22547,26
Saídas;Insumos de produção;02/06/2023;Inter;-242,06
Saídas;Insumos;02/06/2023;Inter;-49,15
Saídas;Serviços terceirizados;02/06/2023;Inter;-7,42
Saídas;Peças de manutenção;02/06/2023;Inter;-22,9
Saídas;Material de consumo;02/06/2023;Inter;-4,49
Saídas;Despesas com viagens;02/06/2023;Inter;-1,67
Saídas;Outras despesas;02/06/2023;Inter;-1,67
Saídas;Despesas bancárias;02/06/2023;Inter;-22,94
Entradas;Receita de aplicações;02/06/2023;Inter;350,94
Entradas;Transferências de entradas;02/06/2023;Inter;0
Saídas;Transferências de saídas;02/06/2023;Inter;0
Entradas;Vendas de produtos;05/06/2023;Itau Unibanco;4236923,15
Saídas;Fretes;05/06/2023;Itau Unibanco;-2248,04
Saídas;Matéria-prima;05/06/2023;Itau Unibanco;-3192009,85
Saídas;Insumos de produção;05/06/2023;Itau Unibanco;-15092,56
Saídas;Insumos;05/06/2023;Itau Unibanco;-3587,84
Saídas;Serviços terceirizados;05/06/2023;Itau Unibanco;-914,8
Saídas;Peças de manutenção;05/06/2023;Itau Unibanco;-1808,7
Saídas;Material de consumo;05/06/2023;Itau Unibanco;-746,35
Saídas;Despesas com viagens;05/06/2023;Itau Unibanco;-146,51
Saídas;Outras despesas;05/06/2023;Itau Unibanco;-188,55
Saídas;Despesas bancárias;05/06/2023;Itau Unibanco;-1683,06
Entradas;Receita de aplicações;05/06/2023;Itau Unibanco;23971,8
Entradas;Transferências de entradas;05/06/2023;Itau Unibanco;0
Saídas;Transferências de saídas;05/06/2023;Itau Unibanco;0
Entradas;Vendas de produtos;05/06/2023;Bradesco;253537,45
Saídas;Fretes;05/06/2023;Bradesco;-69,28
Saídas;Matéria-prima;05/06/2023;Bradesco;-140082,2
Saídas;Insumos de produção;05/06/2023;Bradesco;-972,07
Saídas;Insumos;05/06/2023;Bradesco;-186,87
Saídas;Serviços terceirizados;05/06/2023;Bradesco;-24,8
Saídas;Peças de manutenção;05/06/2023;Bradesco;-66,02
Saídas;Material de consumo;05/06/2023;Bradesco;-29,38
Saídas;Despesas com viagens;05/06/2023;Bradesco;-5,31
Saídas;Outras despesas;05/06/2023;Bradesco;-8,6
Saídas;Despesas bancárias;05/06/2023;Bradesco;-72,63
Entradas;Receita de aplicações;05/06/2023;Bradesco;964,28
Entradas;Transferências de entradas;05/06/2023;Bradesco;0
Saídas;Transferências de saídas;05/06/2023;Bradesco;0
Entradas;Vendas de produtos;05/06/2023;Inter;76185,19
Saídas;Fretes;05/06/2023;Inter;-19,31
Saídas;Matéria-prima;05/06/2023;Inter;-26117,27
Saídas;Insumos de produção;05/06/2023;Inter;-303,84
Saídas;Insumos;05/06/2023;Inter;-49,94
Saídas;Serviços terceirizados;05/06/2023;Inter;-7,29
Saídas;Peças de manutenção;05/06/2023;Inter;-19,86
Saídas;Material de consumo;05/06/2023;Inter;-4,29
Saídas;Despesas com viagens;05/06/2023;Inter;-1,57
Saídas;Outras despesas;05/06/2023;Inter;-1,57
Saídas;Despesas bancárias;05/06/2023;Inter;-20,37
Entradas;Receita de aplicações;05/06/2023;Inter;256,63
Entradas;Transferências de entradas;05/06/2023;Inter;0
Saídas;Transferências de saídas;05/06/2023;Inter;0
Entradas;Vendas de produtos;06/06/2023;Itau Unibanco;4256893,33
Saídas;Fretes;06/06/2023;Itau Unibanco;-2335,11
Saídas;ICMS;06/06/2023;Itau Unibanco;-1996771,65
Saídas;PIS;06/06/2023;Itau Unibanco;-105869,38
Saídas;COFINS;06/06/2023;Itau Unibanco;-581882,98
Saídas;Matéria-prima;06/06/2023;Itau Unibanco;-3241285,74
Saídas;Insumos de produção;06/06/2023;Itau Unibanco;-17364,93
Saídas;Insumos;06/06/2023;Itau Unibanco;-3654,03
Saídas;Serviços terceirizados;06/06/2023;Itau Unibanco;-826,19
Saídas;Peças de manutenção;06/06/2023;Itau Unibanco;-2030,35
Saídas;Material de consumo;06/06/2023;Itau Unibanco;-594,81
Saídas;Despesas com viagens;06/06/2023;Itau Unibanco;-147,5
Saídas;Outras despesas;06/06/2023;Itau Unibanco;-221,5
Saídas;Despesas bancárias;06/06/2023;Itau Unibanco;-1816,03
Entradas;Receita de aplicações;06/06/2023;Itau Unibanco;20533,87
Entradas;Transferências de entradas;06/06/2023;Itau Unibanco;0
Saídas;Transferências de saídas;06/06/2023;Itau Unibanco;0
Saídas;Imposto de Renda / CSLL;06/06/2023;Itau Unibanco;-831193,59
Entradas;Vendas de produtos;06/06/2023;Bradesco;247248,39
Saídas;Fretes;06/06/2023;Bradesco;-81,23
Saídas;ICMS;06/06/2023;Bradesco;-61435,46
Saídas;PIS;06/06/2023;Bradesco;-3393,28
Saídas;COFINS;06/06/2023;Bradesco;-28861,92
Saídas;Matéria-prima;06/06/2023;Bradesco;-106132,88
Saídas;Insumos de produção;06/06/2023;Bradesco;-1126,07
Saídas;Insumos;06/06/2023;Bradesco;-150,87
Saídas;Serviços terceirizados;06/06/2023;Bradesco;-24,49
Saídas;Peças de manutenção;06/06/2023;Bradesco;-89,5
Saídas;Material de consumo;06/06/2023;Bradesco;-26,07
Saídas;Despesas com viagens;06/06/2023;Bradesco;-5,67
Saídas;Outras despesas;06/06/2023;Bradesco;-7,91
Saídas;Despesas bancárias;06/06/2023;Bradesco;-71,15
Entradas;Receita de aplicações;06/06/2023;Bradesco;1241,47
Entradas;Transferências de entradas;06/06/2023;Bradesco;0
Saídas;Transferências de saídas;06/06/2023;Bradesco;0
Saídas;Imposto de Renda / CSLL;06/06/2023;Bradesco;-39214,17
Entradas;Vendas de produtos;06/06/2023;Inter;65322,03
Saídas;Fretes;06/06/2023;Inter;-19,8
Saídas;ICMS;06/06/2023;Inter;-13386,45
Saídas;PIS;06/06/2023;Inter;-1264,16
Saídas;COFINS;06/06/2023;Inter;-4353,16
Saídas;Matéria-prima;06/06/2023;Inter;-22020,19
Saídas;Insumos de produção;06/06/2023;Inter;-292,84
Saídas;Insumos;06/06/2023;Inter;-48,3
Saídas;Serviços terceirizados;06/06/2023;Inter;-7,47
Saídas;Peças de manutenção;06/06/2023;Inter;-24,49
Saídas;Material de consumo;06/06/2023;Inter;-4,4
Saídas;Despesas com viagens;06/06/2023;Inter;-1,43
Saídas;Outras despesas;06/06/2023;Inter;-1,66
Saídas;Despesas bancárias;06/06/2023;Inter;-18,41
Entradas;Receita de aplicações;06/06/2023;Inter;326,36
Entradas;Transferências de entradas;06/06/2023;Inter;0
Saídas;Transferências de saídas;06/06/2023;Inter;0
Saídas;Imposto de Renda / CSLL;06/06/2023;Inter;-10627,9
Entradas;Vendas de produtos;07/06/2023;Itau Unibanco;4353724,03
Saídas;Fretes;07/06/2023;Itau Unibanco;-2364,85
Saídas;Matéria-prima;07/06/2023;Itau Unibanco;-2583811,67
Saídas;Insumos de produção;07/06/2023;Itau Unibanco;-19099,39
Saídas;Insumos;07/06/2023;Itau Unibanco;-4027,09
Saídas;Serviços terceirizados;07/06/2023;Itau Unibanco;-895,69
Saídas;Peças de manutenção;07/06/2023;Itau Unibanco;-1667,51
Saídas;Material de consumo;07/06/2023;Itau Unibanco;-640,36
Saídas;Despesas com viagens;07/06/2023;Itau Unibanco;-118,69
Saídas;Outras despesas;07/06/2023;Itau Unibanco;-183,62
Saídas;Despesas bancárias;07/06/2023;Itau Unibanco;-1773,84
Entradas;Receita de aplicações;07/06/2023;Itau Unibanco;28112,5
Saídas;Pagamento de empréstimos;07/06/2023;Itau Unibanco;-534619,12
Entradas;Transferências de entradas;07/06/2023;Itau Unibanco;0
Saídas;Transferências de saídas;07/06/2023;Itau Unibanco;0
Entradas;Vendas de produtos;07/06/2023;Bradesco;201774,13
Saídas;Fretes;07/06/2023;Bradesco;-77,12
Saídas;Matéria-prima;07/06/2023;Bradesco;-126048,16
Saídas;Insumos de produção;07/06/2023;Bradesco;-831,11
Saídas;Insumos;07/06/2023;Bradesco;-139,96
Saídas;Serviços terceirizados;07/06/2023;Bradesco;-31,36
Saídas;Peças de manutenção;07/06/2023;Bradesco;-74,25
Saídas;Material de consumo;07/06/2023;Bradesco;-27
Saídas;Despesas com viagens;07/06/2023;Bradesco;-5,07
Saídas;Outras despesas;07/06/2023;Bradesco;-6,89
Saídas;Despesas bancárias;07/06/2023;Bradesco;-56,71
Entradas;Receita de aplicações;07/06/2023;Bradesco;953,25
Saídas;Pagamento de empréstimos;07/06/2023;Bradesco;-21937,95
Entradas;Transferências de entradas;07/06/2023;Bradesco;0
Saídas;Transferências de saídas;07/06/2023;Bradesco;0
Entradas;Vendas de produtos;07/06/2023;Inter;62080,97
Saídas;Fretes;07/06/2023;Inter;-19,48
Saídas;Matéria-prima;07/06/2023;Inter;-21679,22
Saídas;Insumos de produção;07/06/2023;Inter;-277,64
Saídas;Insumos;07/06/2023;Inter;-54,69
Saídas;Serviços terceirizados;07/06/2023;Inter;-7,04
Saídas;Peças de manutenção;07/06/2023;Inter;-25,65
Saídas;Material de consumo;07/06/2023;Inter;-4,56
Saídas;Despesas com viagens;07/06/2023;Inter;-1,54
Saídas;Outras despesas;07/06/2023;Inter;-1,75
Saídas;Despesas bancárias;07/06/2023;Inter;-16,41
Entradas;Receita de aplicações;07/06/2023;Inter;247,27
Saídas;Pagamento de empréstimos;07/06/2023;Inter;-4125,11
Entradas;Transferências de entradas;07/06/2023;Inter;0
Saídas;Transferências de saídas;07/06/2023;Inter;0
Entradas;Vendas de produtos;09/06/2023;Itau Unibanco;4209619,38
Saídas;Fretes;09/06/2023;Itau Unibanco;-2215,22
Saídas;Matéria-prima;09/06/2023;Itau Unibanco;-3695584,4
Saídas;Insumos de produção;09/06/2023;Itau Unibanco;-13697,93
Saídas;Insumos;09/06/2023;Itau Unibanco;-3528,25
Saídas;Serviços terceirizados;09/06/2023;Itau Unibanco;-711,2
Saídas;Peças de manutenção;09/06/2023;Itau Unibanco;-2234,68
Saídas;Material de consumo;09/06/2023;Itau Unibanco;-563,37
Saídas;Despesas com viagens;09/06/2023;Itau Unibanco;-149,36
Saídas;Outras despesas;09/06/2023;Itau Unibanco;-195,74
Saídas;Despesas bancárias;09/06/2023;Itau Unibanco;-1543,97
Entradas;Receita de aplicações;09/06/2023;Itau Unibanco;21687,75
Entradas;Transferências de entradas;09/06/2023;Itau Unibanco;0
Saídas;Transferências de saídas;09/06/2023;Itau Unibanco;0
Saídas;Pesquisa e inovação;09/06/2023;Itau Unibanco;-149486,11
Entradas;Vendas de produtos;09/06/2023;Bradesco;202529,85
Saídas;Fretes;09/06/2023;Bradesco;-77,47
Saídas;Matéria-prima;09/06/2023;Bradesco;-144128,53
Saídas;Insumos de produção;09/06/2023;Bradesco;-800,64
Saídas;Insumos;09/06/2023;Bradesco;-172,38
Saídas;Serviços terceirizados;09/06/2023;Bradesco;-30,79
Saídas;Peças de manutenção;09/06/2023;Bradesco;-85,69
Saídas;Material de consumo;09/06/2023;Bradesco;-30,28
Saídas;Despesas com viagens;09/06/2023;Bradesco;-5,58
Saídas;Outras despesas;09/06/2023;Bradesco;-9,4
Saídas;Despesas bancárias;09/06/2023;Bradesco;-71,84
Entradas;Receita de aplicações;09/06/2023;Bradesco;1196,24
Entradas;Transferências de entradas;09/06/2023;Bradesco;0
Saídas;Transferências de saídas;09/06/2023;Bradesco;0
Saídas;Pesquisa e inovação;09/06/2023;Bradesco;-5530,67
Entradas;Vendas de produtos;09/06/2023;Inter;78502,27
Saídas;Fretes;09/06/2023;Inter;-21,46
Saídas;Matéria-prima;09/06/2023;Inter;-24062,47
Saídas;Insumos de produção;09/06/2023;Inter;-216,56
Saídas;Insumos;09/06/2023;Inter;-54,36
Saídas;Serviços terceirizados;09/06/2023;Inter;-9,16
Saídas;Peças de manutenção;09/06/2023;Inter;-25,18
Saídas;Material de consumo;09/06/2023;Inter;-4,35
Saídas;Despesas com viagens;09/06/2023;Inter;-1,35
Saídas;Outras despesas;09/06/2023;Inter;-1,5
Saídas;Despesas bancárias;09/06/2023;Inter;-15,98
Entradas;Receita de aplicações;09/06/2023;Inter;307,78
Entradas;Transferências de entradas;09/06/2023;Inter;0
Saídas;Transferências de saídas;09/06/2023;Inter;0
Saídas;Pesquisa e inovação;09/06/2023;Inter;-1810,6
Entradas;Vendas de produtos;12/06/2023;Itau Unibanco;4120774,01
Saídas;Fretes;12/06/2023;Itau Unibanco;-2247,39
Saídas;Matéria-prima;12/06/2023;Itau Unibanco;-3279165,01
Saídas;Insumos de produção;12/06/2023;Itau Unibanco;-15928,33
Saídas;Insumos;12/06/2023;Itau Unibanco;-3928,17
Saídas;Serviços terceirizados;12/06/2023;Itau Unibanco;-823,07
Saídas;Peças de manutenção;12/06/2023;Itau Unibanco;-1663,09
Saídas;Material de consumo;12/06/2023;Itau Unibanco;-625,74
Saídas;Despesas com viagens;12/06/2023;Itau Unibanco;-148,6
Saídas;Outras despesas;12/06/2023;Itau Unibanco;-180,99
Saídas;Despesas bancárias;12/06/2023;Itau Unibanco;-1524,47
Entradas;Receita de aplicações;12/06/2023;Itau Unibanco;20785,29
Entradas;Transferências de entradas;12/06/2023;Itau Unibanco;0
Saídas;Transferências de saídas;12/06/2023;Itau Unibanco;0
Entradas;Vendas de produtos;12/06/2023;Bradesco;221539,28
Saídas;Fretes;12/06/2023;Bradesco;-84,4
Saídas;Matéria-prima;12/06/2023;Bradesco;-141949,33
Saídas;Insumos de produção;12/06/2023;Bradesco;-839,03
Saídas;Insumos;12/06/2023;Bradesco;-168,25
Saídas;Serviços terceirizados;12/06/2023;Bradesco;-32,99
Saídas;Peças de manutenção;12/06/2023;Bradesco;-69,74
Saídas;Material de consumo;12/06/2023;Bradesco;-34,19
Saídas;Despesas com viagens;12/06/2023;Bradesco;-6,51
Saídas;Outras despesas;12/06/2023;Bradesco;-9,71
Saídas;Despesas bancárias;12/06/2023;Bradesco;-64,19
Entradas;Receita de aplicações;12/06/2023;Bradesco;1201,66
Entradas;Transferências de entradas;12/06/2023;Bradesco;0
Saídas;Transferências de saídas;12/06/2023;Bradesco;0
Entradas;Vendas de produtos;12/06/2023;Inter;77646,87
Saídas;Fretes;12/06/2023;Inter;-23,46
Saídas;Matéria-prima;12/06/2023;Inter;-31235,44
Saídas;Insumos de produção;12/06/2023;Inter;-271,01
Saídas;Insumos;12/06/2023;Inter;-49,86
Saídas;Serviços terceirizados;12/06/2023;Inter;-6,97
Saídas;Peças de manutenção;12/06/2023;Inter;-25,1
Saídas;Material de consumo;12/06/2023;Inter;-4,62
Saídas;Despesas com viagens;12/06/2023;Inter;-1,39
Saídas;Outras despesas;12/06/2023;Inter;-1,65
Saídas;Despesas bancárias;12/06/2023;Inter;-19,66
Entradas;Receita de aplicações;12/06/2023;Inter;308,28
Entradas;Transferências de entradas;12/06/2023;Inter;0
Saídas;Transferências de saídas;12/06/2023;Inter;0
Entradas;Vendas de produtos;13/06/2023;Itau Unibanco;4202523
Saídas;Fretes;13/06/2023;Itau Unibanco;-2371,34
Saídas;Matéria-prima;13/06/2023;Itau Unibanco;-2728506,27
Saídas;Insumos de produção;13/06/2023;Itau Unibanco;-20305,05
Saídas;Insumos;13/06/2023;Itau Unibanco;-3554,55
Saídas;Serviços terceirizados;13/06/2023;Itau Unibanco;-734,79
Saídas;Peças de manutenção;13/06/2023;Itau Unibanco;-1632,55
Saídas;Material de consumo;13/06/2023;Itau Unibanco;-620,08
Saídas;Despesas com viagens;13/06/2023;Itau Unibanco;-142,04
Saídas;Outras despesas;13/06/2023;Itau Unibanco;-242,19
